elicitation_value,PID,article,study,treatment,elicitation_id,year,elicitation_defined,true_value,elicitation_accuracy_abs,elicitation_accuracy_signed,exclude
40947.36842105263,ee1c12f5a9c0,drugOverdose,,visual,1.0,2012.0,True,41502.0,554.6315789473665,-554.6315789473665,0
47122.80701754386,ee1c12f5a9c0,drugOverdose,,visual,1.0,2013.0,True,43982.0,3140.8070175438625,3140.8070175438625,0
53578.94736842105,ee1c12f5a9c0,drugOverdose,,visual,1.0,2014.0,True,47055.0,6523.947368421053,6523.947368421053,0
56666.66666666666,ee1c12f5a9c0,drugOverdose,,visual,1.0,2015.0,True,52404.0,4262.666666666664,4262.666666666664,0
60035.08771929825,ee1c12f5a9c0,drugOverdose,,visual,1.0,2016.0,True,63632.0,3596.9122807017484,-3596.9122807017484,0
62280.70175438597,ee1c12f5a9c0,drugOverdose,,visual,1.0,2017.0,True,70237.0,7956.298245614031,-7956.298245614031,0
63964.91228070176,ee1c12f5a9c0,drugOverdose,,visual,1.0,2018.0,True,67367.0,3402.0877192982443,-3402.0877192982443,0
68175.43859649124,ee1c12f5a9c0,drugOverdose,,visual,1.0,2019.0,True,70630.0,2454.561403508764,-2454.561403508764,0
1.6924342105263157,ee1c12f5a9c0,southAfrica,,visual,1.0,2003.0,True,1.54,0.1524342105263156,0.1524342105263156,0
1.902960526315789,ee1c12f5a9c0,southAfrica,,visual,1.0,2004.0,True,1.53,0.3729605263157889,0.3729605263157889,0
1.9731359649122804,ee1c12f5a9c0,southAfrica,,visual,1.0,2005.0,True,1.5,0.4731359649122804,0.4731359649122804,0
2.043311403508772,ee1c12f5a9c0,southAfrica,,visual,1.0,2006.0,True,1.47,0.5733114035087719,0.5733114035087719,0
2.148574561403509,ee1c12f5a9c0,southAfrica,,visual,1.0,2007.0,True,1.42,0.7285745614035091,0.7285745614035091,0
2.2187500000000004,ee1c12f5a9c0,southAfrica,,visual,1.0,2008.0,True,1.37,0.8487500000000003,0.8487500000000003,0
2.2187500000000004,ee1c12f5a9c0,southAfrica,,visual,1.0,2009.0,True,1.32,0.8987500000000004,0.8987500000000004,0
2.2187500000000004,ee1c12f5a9c0,southAfrica,,visual,1.0,2010.0,True,1.32,0.8987500000000004,0.8987500000000004,0
2.394188596491228,ee1c12f5a9c0,southAfrica,,visual,1.0,2011.0,True,1.27,1.1241885964912277,1.1241885964912277,0
2.464364035087719,ee1c12f5a9c0,southAfrica,,visual,1.0,2012.0,True,1.22,1.2443640350877192,1.2443640350877192,0
2.5345394736842106,ee1c12f5a9c0,southAfrica,,visual,1.0,2013.0,True,1.15,1.3845394736842107,1.3845394736842107,0
2.5345394736842106,ee1c12f5a9c0,southAfrica,,visual,1.0,2014.0,True,1.09,1.4445394736842103,1.4445394736842103,0
2.604714912280702,ee1c12f5a9c0,southAfrica,,visual,1.0,2015.0,True,1.04,1.564714912280702,1.564714912280702,0
2.6748903508771926,ee1c12f5a9c0,southAfrica,,visual,1.0,2016.0,True,1.0,1.6748903508771926,1.6748903508771926,0
2.6748903508771926,ee1c12f5a9c0,southAfrica,,visual,1.0,2017.0,True,1.0,1.6748903508771926,1.6748903508771926,0
2.7099780701754383,ee1c12f5a9c0,southAfrica,,visual,1.0,2018.0,True,1.0,1.7099780701754383,1.7099780701754383,0
2.745065789473684,ee1c12f5a9c0,southAfrica,,visual,1.0,2019.0,True,0.98,1.765065789473684,1.765065789473684,0
1.42297149122807,ee1c12f5a9c0,italy,,visual,1.0,2003.0,True,1.34,0.0829714912280699,0.0829714912280699,0
1.42297149122807,ee1c12f5a9c0,italy,,visual,1.0,2004.0,True,1.36,0.0629714912280698,0.0629714912280698,0
1.42297149122807,ee1c12f5a9c0,italy,,visual,1.0,2005.0,True,1.36,0.0629714912280698,0.0629714912280698,0
1.2826206140350882,ee1c12f5a9c0,italy,,visual,1.0,2006.0,True,1.36,0.0773793859649119,-0.0773793859649119,0
1.2124451754385968,ee1c12f5a9c0,italy,,visual,1.0,2007.0,True,1.35,0.1375548245614033,-0.1375548245614033,0
1.2124451754385968,ee1c12f5a9c0,italy,,visual,1.0,2008.0,True,1.34,0.1275548245614033,-0.1275548245614033,0
1.177357456140351,ee1c12f5a9c0,italy,,visual,1.0,2009.0,True,1.33,0.152642543859649,-0.152642543859649,0
1.1422697368421053,ee1c12f5a9c0,italy,,visual,1.0,2010.0,True,1.32,0.1777302631578947,-0.1777302631578947,0
1.1422697368421053,ee1c12f5a9c0,italy,,visual,1.0,2011.0,True,1.29,0.1477302631578947,-0.1477302631578947,0
1.1422697368421053,ee1c12f5a9c0,italy,,visual,1.0,2012.0,True,1.24,0.0977302631578946,-0.0977302631578946,0
1.177357456140351,ee1c12f5a9c0,italy,,visual,1.0,2013.0,True,1.18,0.0026425438596489,-0.0026425438596489,0
1.2475328947368425,ee1c12f5a9c0,italy,,visual,1.0,2014.0,True,1.13,0.1175328947368425,0.1175328947368425,0
1.2826206140350882,ee1c12f5a9c0,italy,,visual,1.0,2015.0,True,1.1,0.1826206140350881,0.1826206140350881,0
1.2124451754385968,ee1c12f5a9c0,italy,,visual,1.0,2016.0,True,1.08,0.1324451754385966,0.1324451754385966,0
1.177357456140351,ee1c12f5a9c0,italy,,visual,1.0,2017.0,True,1.07,0.1073574561403509,0.1073574561403509,0
1.177357456140351,ee1c12f5a9c0,italy,,visual,1.0,2018.0,True,1.05,0.127357456140351,0.127357456140351,0
1.1071820175438596,ee1c12f5a9c0,italy,,visual,1.0,2019.0,True,1.01,0.0971820175438595,0.0971820175438595,0
2.872807017543859,ee1c12f5a9c0,population,,visual,1.0,2003.0,True,2.75,0.1228070175438591,0.1228070175438591,0
2.8377192982456148,ee1c12f5a9c0,population,,visual,1.0,2004.0,True,2.81,0.0277192982456147,0.0277192982456147,0
2.802631578947369,ee1c12f5a9c0,population,,visual,1.0,2005.0,True,2.87,0.067368421052631,-0.067368421052631,0
2.802631578947369,ee1c12f5a9c0,population,,visual,1.0,2006.0,True,2.91,0.1073684210526311,-0.1073684210526311,0
2.907894736842105,ee1c12f5a9c0,population,,visual,1.0,2007.0,True,2.94,0.032105263157895,-0.032105263157895,0
3.048245614035088,ee1c12f5a9c0,population,,visual,1.0,2008.0,True,2.98,0.0682456140350877,0.0682456140350877,0
3.2587719298245608,ee1c12f5a9c0,population,,visual,1.0,2009.0,True,3.01,0.2487719298245609,0.2487719298245609,0
3.504385964912281,ee1c12f5a9c0,population,,visual,1.0,2010.0,True,3.05,0.454385964912281,0.454385964912281,0
3.7149122807017534,ee1c12f5a9c0,population,,visual,1.0,2011.0,True,3.11,0.6049122807017544,0.6049122807017544,0
4.135964912280702,ee1c12f5a9c0,population,,visual,1.0,2012.0,True,3.19,0.945964912280702,0.945964912280702,0
4.557017543859649,ee1c12f5a9c0,population,,visual,1.0,2013.0,True,3.28,1.2770175438596492,1.2770175438596492,0
4.802631578947368,ee1c12f5a9c0,population,,visual,1.0,2014.0,True,3.37,1.432631578947368,1.432631578947368,0
5.1535087719298245,ee1c12f5a9c0,population,,visual,1.0,2015.0,True,3.46,1.6935087719298243,1.6935087719298243,0
5.785087719298245,ee1c12f5a9c0,population,,visual,1.0,2016.0,True,3.56,2.225087719298245,2.225087719298245,0
6.8728070175438605,ee1c12f5a9c0,population,,visual,1.0,2017.0,True,3.64,3.2328070175438604,3.2328070175438604,0
7.0131578947368425,ee1c12f5a9c0,population,,visual,1.0,2018.0,True,3.67,3.3431578947368426,3.3431578947368426,0
7.2938596491228065,ee1c12f5a9c0,population,,visual,1.0,2019.0,True,3.7,3.5938596491228063,3.5938596491228063,0
3013.1578947368444,ee1c12f5a9c0,cocaine,,visual,1.0,2003.0,True,2747.0,266.1578947368444,266.1578947368444,0
2451.7543859649127,ee1c12f5a9c0,cocaine,,visual,1.0,2004.0,True,3005.0,553.2456140350873,-553.2456140350873,0
2451.7543859649127,ee1c12f5a9c0,cocaine,,visual,1.0,2005.0,True,3269.0,817.2456140350873,-817.2456140350873,0
2171.052631578947,ee1c12f5a9c0,cocaine,,visual,1.0,2006.0,True,3445.0,1273.947368421053,-1273.947368421053,0
2171.052631578947,ee1c12f5a9c0,cocaine,,visual,1.0,2007.0,True,3477.0,1305.947368421053,-1305.947368421053,0
2451.7543859649127,ee1c12f5a9c0,cocaine,,visual,1.0,2008.0,True,3512.0,1060.245614035087,-1060.245614035087,0
2732.4561403508783,ee1c12f5a9c0,cocaine,,visual,1.0,2009.0,True,3545.0,812.5438596491217,-812.5438596491217,0
2732.4561403508783,ee1c12f5a9c0,cocaine,,visual,1.0,2010.0,True,3592.0,859.5438596491217,-859.5438596491217,0
2451.7543859649127,ee1c12f5a9c0,cocaine,,visual,1.0,2011.0,True,3814.0,1362.245614035087,-1362.245614035087,0
1609.6491228070154,ee1c12f5a9c0,cocaine,,visual,1.0,2012.0,True,4043.0,2433.3508771929846,-2433.3508771929846,0
1048.2456140350837,ee1c12f5a9c0,cocaine,,visual,1.0,2013.0,True,4385.0,3336.7543859649163,-3336.7543859649163,0
1048.2456140350837,ee1c12f5a9c0,cocaine,,visual,1.0,2014.0,True,4864.0,3815.754385964916,-3815.754385964916,0
1048.2456140350837,ee1c12f5a9c0,cocaine,,visual,1.0,2015.0,True,5517.0,4468.754385964916,-4468.754385964916,0
1328.9473684210495,ee1c12f5a9c0,cocaine,,visual,1.0,2016.0,True,6364.0,5035.05263157895,-5035.05263157895,0
2732.4561403508783,ee1c12f5a9c0,cocaine,,visual,1.0,2017.0,True,7188.0,4455.543859649122,-4455.543859649122,0
4135.964912280699,ee1c12f5a9c0,cocaine,,visual,1.0,2018.0,True,7765.0,3629.035087719301,-3629.035087719301,0
4135.964912280699,ee1c12f5a9c0,cocaine,,visual,1.0,2019.0,True,8323.0,4187.035087719301,-4187.035087719301,0
2682.017543859647,ee1c12f5a9c0,heroin,,visual,1.0,2003.0,True,2080.0,602.017543859647,602.017543859647,0
2682.017543859647,ee1c12f5a9c0,heroin,,visual,1.0,2004.0,True,1878.0,804.017543859647,804.017543859647,0
2120.614035087716,ee1c12f5a9c0,heroin,,visual,1.0,2005.0,True,2009.0,111.61403508771582,111.61403508771582,0
2120.614035087716,ee1c12f5a9c0,heroin,,visual,1.0,2006.0,True,2088.0,32.61403508771582,32.61403508771582,0
2120.614035087716,ee1c12f5a9c0,heroin,,visual,1.0,2007.0,True,2399.0,278.3859649122842,-278.3859649122842,0
1559.210526315793,ee1c12f5a9c0,heroin,,visual,1.0,2008.0,True,3041.0,1481.789473684207,-1481.789473684207,0
1559.210526315793,ee1c12f5a9c0,heroin,,visual,1.0,2009.0,True,3278.0,1718.789473684207,-1718.789473684207,0
1559.210526315793,ee1c12f5a9c0,heroin,,visual,1.0,2010.0,True,3036.0,1476.789473684207,-1476.789473684207,0
1839.9122807017584,ee1c12f5a9c0,heroin,,visual,1.0,2011.0,True,4397.0,2557.0877192982416,-2557.0877192982416,0
3524.1228070175443,ee1c12f5a9c0,heroin,,visual,1.0,2012.0,True,5925.0,2400.877192982456,-2400.877192982456,0
6050.438596491228,ee1c12f5a9c0,heroin,,visual,1.0,2013.0,True,8257.0,2206.561403508772,-2206.561403508772,0
6331.140350877194,ee1c12f5a9c0,heroin,,visual,1.0,2014.0,True,10574.0,4242.859649122806,-4242.859649122806,0
4927.631578947365,ee1c12f5a9c0,heroin,,visual,1.0,2015.0,True,12989.0,8061.368421052635,-8061.368421052635,0
2120.614035087716,ee1c12f5a9c0,heroin,,visual,1.0,2016.0,True,15482.0,13361.385964912284,-13361.385964912284,0
2682.017543859647,ee1c12f5a9c0,heroin,,visual,1.0,2017.0,True,15482.0,12799.982456140351,-12799.982456140351,0
4927.631578947365,ee1c12f5a9c0,heroin,,visual,1.0,2018.0,True,14996.0,10068.368421052635,-10068.368421052635,0
5489.035087719296,ee1c12f5a9c0,heroin,,visual,1.0,2019.0,True,14019.0,8529.964912280704,-8529.964912280704,0
2210.526315789476,ee1c12f5a9c0,opioids,,visual,1.0,2003.0,True,1400.0,810.526315789476,810.526315789476,0
2491.228070175442,ee1c12f5a9c0,opioids,,visual,1.0,2004.0,True,1664.0,827.2280701754421,827.2280701754421,0
3052.6315789473647,ee1c12f5a9c0,opioids,,visual,1.0,2005.0,True,1742.0,1310.6315789473647,1310.6315789473647,0
2771.929824561408,ee1c12f5a9c0,opioids,,visual,1.0,2006.0,True,2707.0,64.92982456140771,64.92982456140771,0
2771.929824561408,ee1c12f5a9c0,opioids,,visual,1.0,2007.0,True,2213.0,558.9298245614077,558.9298245614077,0
1649.1228070175446,ee1c12f5a9c0,opioids,,visual,1.0,2008.0,True,2306.0,656.8771929824554,-656.8771929824554,0
2491.228070175442,ee1c12f5a9c0,opioids,,visual,1.0,2009.0,True,2946.0,454.7719298245579,-454.7719298245579,0
2491.228070175442,ee1c12f5a9c0,opioids,,visual,1.0,2010.0,True,3007.0,515.7719298245579,-515.7719298245579,0
3894.736842105262,ee1c12f5a9c0,opioids,,visual,1.0,2011.0,True,2666.0,1228.736842105262,1228.736842105262,0
4175.438596491228,ee1c12f5a9c0,opioids,,visual,1.0,2012.0,True,2628.0,1547.438596491228,1547.438596491228,0
6421.052631578945,ee1c12f5a9c0,opioids,,visual,1.0,2013.0,True,3105.0,3316.052631578945,3316.052631578945,0
7263.157894736842,ee1c12f5a9c0,opioids,,visual,1.0,2014.0,True,5544.0,1719.1578947368423,1719.1578947368423,0
7824.561403508774,ee1c12f5a9c0,opioids,,visual,1.0,2015.0,True,9580.0,1755.4385964912262,-1755.4385964912262,0
7824.561403508774,ee1c12f5a9c0,opioids,,visual,1.0,2016.0,True,19413.0,11588.438596491224,-11588.438596491224,0
8385.964912280706,ee1c12f5a9c0,opioids,,visual,1.0,2017.0,True,28466.0,20080.03508771929,-20080.03508771929,0
10912.28070175439,ee1c12f5a9c0,opioids,,visual,1.0,2018.0,True,31335.0,20422.71929824561,-20422.71929824561,0
13719.298245614038,ee1c12f5a9c0,opioids,,visual,1.0,2019.0,True,36359.0,22639.70175438596,-22639.70175438596,0
13719.298245614038,ee1c12f5a9c0,opioids,,visual,1.0,2020.0,True,56516.0,42796.70175438596,-42796.70175438596,0
14000.000000000004,ee1c12f5a9c0,opioids,,visual,1.0,2021.0,True,70601.0,56601.0,-56601.0,0
47102.75964569627,b58cd8da219d,gun,,visual,1.0,2003.0,True,44757.0,2345.759645696271,2345.759645696271,0
47102.75964569627,b58cd8da219d,gun,,visual,1.0,2004.0,True,44933.0,2169.759645696271,2169.759645696271,0
47664.1631544682,b58cd8da219d,gun,,visual,1.0,2005.0,True,45343.0,2321.1631544682023,2321.1631544682023,0
48506.2684176261,b58cd8da219d,gun,,visual,1.0,2006.0,True,45316.0,3190.2684176261027,3190.2684176261027,0
48506.2684176261,b58cd8da219d,gun,,visual,1.0,2007.0,True,43945.0,4561.268417626103,4561.268417626103,0
48786.97017201207,b58cd8da219d,gun,,visual,1.0,2008.0,True,39790.0,8996.970172012065,8996.970172012065,0
49629.075435169965,b58cd8da219d,gun,,visual,1.0,2009.0,True,36216.0,13413.075435169963,13413.075435169963,0
50751.88245271382,b58cd8da219d,gun,,visual,1.0,2010.0,True,35332.0,15419.88245271382,15419.88245271382,0
50751.88245271382,b58cd8da219d,gun,,visual,1.0,2011.0,True,35303.0,15448.88245271382,15448.88245271382,0
51313.28596148574,b58cd8da219d,gun,,visual,1.0,2012.0,True,36415.0,14898.285961485735,14898.285961485735,0
51874.68947025767,b58cd8da219d,gun,,visual,1.0,2013.0,True,35369.0,16505.68947025767,16505.68947025767,0
52716.79473341557,b58cd8da219d,gun,,visual,1.0,2014.0,True,35398.0,17318.79473341557,17318.79473341557,0
53558.89999657347,b58cd8da219d,gun,,visual,1.0,2015.0,True,37757.0,15801.89999657347,15801.89999657347,0
55243.11052288926,b58cd8da219d,gun,,visual,1.0,2016.0,True,40327.0,14916.110522889265,14916.110522889265,0
55804.51403166118,b58cd8da219d,gun,,visual,1.0,2017.0,True,40231.0,15573.51403166118,15573.51403166118,0
56927.32104920504,b58cd8da219d,gun,,visual,1.0,2018.0,True,39404.0,17523.321049205035,17523.321049205035,0
57488.724557976966,b58cd8da219d,gun,,visual,1.0,2019.0,True,39107.0,18381.72455797697,18381.72455797697,0
14937.34580592105,b58cd8da219d,hiv,,visual,1.0,2003.0,True,15100.0,162.65419407895024,-162.65419407895024,0
14937.34580592105,b58cd8da219d,hiv,,visual,1.0,2004.0,True,14416.0,521.3458059210498,521.3458059210498,0
14375.942297149128,b58cd8da219d,hiv,,visual,1.0,2005.0,True,13839.0,536.9422971491276,536.9422971491276,0
13814.538788377196,b58cd8da219d,hiv,,visual,1.0,2006.0,True,13265.0,549.5387883771946,549.5387883771946,0
13253.135279605263,b58cd8da219d,hiv,,visual,1.0,2007.0,True,12444.0,809.1352796052633,809.1352796052633,0
13253.135279605263,b58cd8da219d,hiv,,visual,1.0,2008.0,True,11400.0,1853.1352796052636,1853.1352796052636,0
13253.135279605263,b58cd8da219d,hiv,,visual,1.0,2009.0,True,10551.0,2702.135279605264,2702.135279605264,0
13253.135279605263,b58cd8da219d,hiv,,visual,1.0,2010.0,True,9143.0,4110.135279605263,4110.135279605263,0
12130.3282620614,b58cd8da219d,hiv,,visual,1.0,2011.0,True,8428.0,3702.328262061401,3702.328262061401,0
11849.626507675435,b58cd8da219d,hiv,,visual,1.0,2012.0,True,7973.0,3876.6265076754353,3876.6265076754353,0
11849.626507675435,b58cd8da219d,hiv,,visual,1.0,2013.0,True,7682.0,4167.626507675435,4167.626507675435,0
10726.81949013158,b58cd8da219d,hiv,,visual,1.0,2014.0,True,7413.0,3313.81949013158,3313.81949013158,0
9323.310718201752,b58cd8da219d,hiv,,visual,1.0,2015.0,True,7089.0,2234.310718201752,2234.310718201752,0
8481.205455043862,b58cd8da219d,hiv,,visual,1.0,2016.0,True,7430.0,1051.2054550438625,1051.2054550438625,0
7639.100191885966,b58cd8da219d,hiv,,visual,1.0,2017.0,True,7338.0,301.1001918859656,301.1001918859656,0
6516.293174342102,b58cd8da219d,hiv,,visual,1.0,2018.0,True,7200.0,683.7068256578978,-683.7068256578978,0
5954.889665570171,b58cd8da219d,hiv,,visual,1.0,2019.0,True,7053.0,1098.110334429829,-1098.110334429829,0
25719.3025287829,b58cd8da219d,drugOverdose,,visual,1.0,2003.0,True,25785.0,65.69747121709952,-65.69747121709952,0
26561.407791940783,b58cd8da219d,drugOverdose,,visual,1.0,2004.0,True,27424.0,862.5922080592136,-862.5922080592136,0
27403.513055098683,b58cd8da219d,drugOverdose,,visual,1.0,2005.0,True,29813.0,2409.4869449013167,-2409.4869449013167,0
27964.916563870614,b58cd8da219d,drugOverdose,,visual,1.0,2006.0,True,34425.0,6460.083436129382,-6460.083436129382,0
28807.021827028504,b58cd8da219d,drugOverdose,,visual,1.0,2007.0,True,36010.0,7202.978172971496,-7202.978172971496,0
28807.021827028504,b58cd8da219d,drugOverdose,,visual,1.0,2008.0,True,36450.0,7642.978172971496,-7642.978172971496,0
28807.021827028504,b58cd8da219d,drugOverdose,,visual,1.0,2009.0,True,37004.0,8196.978172971496,-8196.978172971496,0
28807.021827028504,b58cd8da219d,drugOverdose,,visual,1.0,2010.0,True,38329.0,9521.978172971496,-9521.978172971496,0
29649.1270901864,b58cd8da219d,drugOverdose,,visual,1.0,2011.0,True,41340.0,11690.8729098136,-11690.8729098136,0
30771.934107730267,b58cd8da219d,drugOverdose,,visual,1.0,2012.0,True,41502.0,10730.065892269731,-10730.065892269731,0
31894.74112527412,b58cd8da219d,drugOverdose,,visual,1.0,2013.0,True,43982.0,12087.25887472588,-12087.25887472588,0
33017.548142817985,b58cd8da219d,drugOverdose,,visual,1.0,2014.0,True,47055.0,14037.451857182015,-14037.451857182015,0
34421.0569147478,b58cd8da219d,drugOverdose,,visual,1.0,2015.0,True,52404.0,17982.9430852522,-17982.9430852522,0
35824.56568667763,b58cd8da219d,drugOverdose,,visual,1.0,2016.0,True,63632.0,27807.434313322367,-27807.434313322367,0
39192.98673930921,b58cd8da219d,drugOverdose,,visual,1.0,2017.0,True,70237.0,31044.013260690783,-31044.013260690783,0
45929.826702987935,b58cd8da219d,drugOverdose,,visual,1.0,2018.0,True,67367.0,21437.173297012065,-21437.173297012065,0
47614.03722930373,b58cd8da219d,drugOverdose,,visual,1.0,2019.0,True,70630.0,23015.96277069627,-23015.96277069627,0
1.7124066269188598,b58cd8da219d,southAfrica,,visual,1.0,2003.0,True,1.54,0.1724066269188597,0.1724066269188597,0
1.7124066269188598,b58cd8da219d,southAfrica,,visual,1.0,2004.0,True,1.53,0.1824066269188597,0.1824066269188597,0
1.7124066269188598,b58cd8da219d,southAfrica,,visual,1.0,2005.0,True,1.5,0.2124066269188598,0.2124066269188598,0
1.7124066269188598,b58cd8da219d,southAfrica,,visual,1.0,2006.0,True,1.47,0.2424066269188598,0.2424066269188598,0
1.8527575041118416,b58cd8da219d,southAfrica,,visual,1.0,2007.0,True,1.42,0.4327575041118416,0.4327575041118416,0
1.922932942708333,b58cd8da219d,southAfrica,,visual,1.0,2008.0,True,1.37,0.5529329427083329,0.5529329427083329,0
1.922932942708333,b58cd8da219d,southAfrica,,visual,1.0,2009.0,True,1.32,0.602932942708333,0.602932942708333,0
1.9931083813048245,b58cd8da219d,southAfrica,,visual,1.0,2010.0,True,1.32,0.6731083813048244,0.6731083813048244,0
1.9931083813048245,b58cd8da219d,southAfrica,,visual,1.0,2011.0,True,1.27,0.7231083813048245,0.7231083813048245,0
2.02819610060307,b58cd8da219d,southAfrica,,visual,1.0,2012.0,True,1.22,0.8081961006030702,0.8081961006030702,0
2.133459258497808,b58cd8da219d,southAfrica,,visual,1.0,2013.0,True,1.15,0.9834592584978076,0.9834592584978076,0
2.133459258497808,b58cd8da219d,southAfrica,,visual,1.0,2014.0,True,1.09,1.0434592584978073,1.0434592584978073,0
2.133459258497808,b58cd8da219d,southAfrica,,visual,1.0,2015.0,True,1.04,1.0934592584978071,1.0934592584978071,0
2.133459258497808,b58cd8da219d,southAfrica,,visual,1.0,2016.0,True,1.0,1.1334592584978074,1.1334592584978074,0
2.133459258497808,b58cd8da219d,southAfrica,,visual,1.0,2017.0,True,1.0,1.1334592584978074,1.1334592584978074,0
2.133459258497808,b58cd8da219d,southAfrica,,visual,1.0,2018.0,True,1.0,1.1334592584978074,1.1334592584978074,0
2.168546977796053,b58cd8da219d,southAfrica,,visual,1.0,2019.0,True,0.98,1.1885469777960531,1.1885469777960531,0
1.3659153988486838,b58cd8da219d,italy,,visual,1.0,2003.0,True,1.34,0.0259153988486837,0.0259153988486837,0
1.2957399602521935,b58cd8da219d,italy,,visual,1.0,2004.0,True,1.36,0.0642600397478065,-0.0642600397478065,0
1.1553890830592106,b58cd8da219d,italy,,visual,1.0,2005.0,True,1.36,0.2046109169407894,-0.2046109169407894,0
1.0501259251644737,b58cd8da219d,italy,,visual,1.0,2006.0,True,1.36,0.3098740748355266,-0.3098740748355266,0
1.0501259251644737,b58cd8da219d,italy,,visual,1.0,2007.0,True,1.35,0.2998740748355266,-0.2998740748355266,0
1.0501259251644737,b58cd8da219d,italy,,visual,1.0,2008.0,True,1.34,0.2898740748355266,-0.2898740748355266,0
1.0501259251644737,b58cd8da219d,italy,,visual,1.0,2009.0,True,1.33,0.2798740748355266,-0.2798740748355266,0
1.0501259251644737,b58cd8da219d,italy,,visual,1.0,2010.0,True,1.32,0.2698740748355266,-0.2698740748355266,0
1.0501259251644737,b58cd8da219d,italy,,visual,1.0,2011.0,True,1.29,0.2398740748355265,-0.2398740748355265,0
1.0501259251644737,b58cd8da219d,italy,,visual,1.0,2012.0,True,1.24,0.1898740748355265,-0.1898740748355265,0
1.0501259251644737,b58cd8da219d,italy,,visual,1.0,2013.0,True,1.18,0.1298740748355265,-0.1298740748355265,0
1.0501259251644737,b58cd8da219d,italy,,visual,1.0,2014.0,True,1.13,0.0798740748355264,-0.0798740748355264,0
1.0501259251644737,b58cd8da219d,italy,,visual,1.0,2015.0,True,1.1,0.0498740748355266,-0.0498740748355266,0
1.0501259251644737,b58cd8da219d,italy,,visual,1.0,2016.0,True,1.08,0.0298740748355266,-0.0298740748355266,0
1.0150382058662275,b58cd8da219d,italy,,visual,1.0,2017.0,True,1.07,0.0549617941337723,-0.0549617941337723,0
0.979950486567982,b58cd8da219d,italy,,visual,1.0,2018.0,True,1.05,0.070049513432018,-0.070049513432018,0
0.979950486567982,b58cd8da219d,italy,,visual,1.0,2019.0,True,1.01,0.030049513432018,-0.030049513432018,0
2.924185769599781,b58cd8da219d,population,,visual,1.0,2003.0,True,2.75,0.1741857695997808,0.1741857695997808,0
2.924185769599781,b58cd8da219d,population,,visual,1.0,2004.0,True,2.81,0.1141857695997807,0.1141857695997807,0
2.924185769599781,b58cd8da219d,population,,visual,1.0,2005.0,True,2.87,0.0541857695997807,0.0541857695997807,0
2.924185769599781,b58cd8da219d,population,,visual,1.0,2006.0,True,2.91,0.0141857695997806,0.0141857695997806,0
2.924185769599781,b58cd8da219d,population,,visual,1.0,2007.0,True,2.94,0.0158142304002191,-0.0158142304002191,0
2.924185769599781,b58cd8da219d,population,,visual,1.0,2008.0,True,2.98,0.0558142304002191,-0.0558142304002191,0
2.924185769599781,b58cd8da219d,population,,visual,1.0,2009.0,True,3.01,0.0858142304002189,-0.0858142304002189,0
2.924185769599781,b58cd8da219d,population,,visual,1.0,2010.0,True,3.05,0.125814230400219,-0.125814230400219,0
3.064536646792763,b58cd8da219d,population,,visual,1.0,2011.0,True,3.11,0.045463353207237,-0.045463353207237,0
3.4505015590734645,b58cd8da219d,population,,visual,1.0,2012.0,True,3.19,0.2605015590734645,0.2605015590734645,0
3.48558927837171,b58cd8da219d,population,,visual,1.0,2013.0,True,3.28,0.2055892783717103,0.2055892783717103,0
3.590852436266448,b58cd8da219d,population,,visual,1.0,2014.0,True,3.37,0.2208524362664472,0.2208524362664472,0
3.80137875205592,b58cd8da219d,population,,visual,1.0,2015.0,True,3.46,0.3413787520559204,0.3413787520559204,0
4.082080506441886,b58cd8da219d,population,,visual,1.0,2016.0,True,3.56,0.5220805064418861,0.5220805064418861,0
4.257519102933114,b58cd8da219d,population,,visual,1.0,2017.0,True,3.64,0.6175191029331137,0.6175191029331137,0
4.748747173108553,b58cd8da219d,population,,visual,1.0,2018.0,True,3.67,1.0787471731085532,1.0787471731085532,0
4.783834892406799,b58cd8da219d,population,,visual,1.0,2019.0,True,3.7,1.0838348924067986,1.0838348924067986,0
5278.200383771931,b58cd8da219d,cocaine,,visual,1.0,2003.0,True,2747.0,2531.2003837719312,2531.2003837719312,0
5278.200383771931,b58cd8da219d,cocaine,,visual,1.0,2004.0,True,3005.0,2273.2003837719312,2273.2003837719312,0
5839.603892543863,b58cd8da219d,cocaine,,visual,1.0,2005.0,True,3269.0,2570.603892543864,2570.603892543864,0
6681.709155701752,b58cd8da219d,cocaine,,visual,1.0,2006.0,True,3445.0,3236.709155701752,3236.709155701752,0
8085.21792763158,b58cd8da219d,cocaine,,visual,1.0,2007.0,True,3477.0,4608.21792763158,4608.21792763158,0
8646.621436403511,b58cd8da219d,cocaine,,visual,1.0,2008.0,True,3512.0,5134.621436403511,5134.621436403511,0
9208.024945175435,b58cd8da219d,cocaine,,visual,1.0,2009.0,True,3545.0,5663.024945175435,5663.024945175435,0
9769.428453947368,b58cd8da219d,cocaine,,visual,1.0,2010.0,True,3592.0,6177.428453947367,6177.428453947367,0
10330.831962719298,b58cd8da219d,cocaine,,visual,1.0,2011.0,True,3814.0,6516.831962719298,6516.831962719298,0
10330.831962719298,b58cd8da219d,cocaine,,visual,1.0,2012.0,True,4043.0,6287.831962719298,6287.831962719298,0
10330.831962719298,b58cd8da219d,cocaine,,visual,1.0,2013.0,True,4385.0,5945.831962719298,5945.831962719298,0
