Unnamed: 0,article_recommend,article_surprise,article_interest,PID,treatment,article,study,topic_inv_drug_overdose_vlaue_opinion,topic_inv_defend_view_point_drugOverdose,topic_inv_learning_drug_overdose,topic_inv_motivation_gaining_knowledge,att_elic_drug_overdose_opinion_pre,att_elic_combat_drug_priority_pre,att_elic_opinion_on_drug_legalization_pre,att_elic_drug_overdose_opinion_post,att_elic_combat_drug_priority_post,att_elic_opinion_on_drug_legalization_post,gender,race,education,age,race.Comment,education.Comment,gender.Comment,survey_start,study_finish,study_duration,cogref_race,cogref_sheep,cogref_name,cogref_volume,cogref_Superbowl,exclude,topic_involvement,attitude_pre,attitude_post,recall_rmse,recall_signed_err,recall_rmse.sc,vis_elic_rmse,vis_elic_signed_err,vis_elic_rmse.sc
675,3,3,3,ee1c12f5a9c0,Draw,Drug overdoses,two,2,3,2,2,4,5,2,4,5,4,Woman,White/Caucasian/European,Undergraduate,42,,,,1679527638868,1679528031024,6.53593333333333,second,8,Emily,27,something about American football - a team called Eagles are whining about the grass that it affected their game adversely,0,9,11,13,12899.2541036637,-11809.2600619195,0.161240676295796,4398.3467125536,-2257.14447884417,0.05497933390692
676,3,4,3,ee1c12f5a9c0,Draw,Drug-use disorder,two,2,3,2,2,4,5,2,4,5,4,Woman,White/Caucasian/European,Undergraduate,42,,,,1679527638868,1679528031024,6.53593333333333,second,8,Emily,27,something about American football - a team called Eagles are whining about the grass that it affected their game adversely,0,9,11,13,2.19957520921023,1.60541795665635,0.219957520921023,1.67353965566657,1.12141382868937,0.167353965566657
677,4,4,3,ee1c12f5a9c0,Draw,Synthetic opioids,two,2,3,2,2,4,5,2,4,5,4,Woman,White/Caucasian/European,Undergraduate,42,,,,1679527638868,1679528031024,6.53593333333333,second,8,Emily,27,something about American football - a team called Eagles are whining about the grass that it affected their game adversely,0,9,11,13,8281.69398148282,6318.29547553094,0.103521174768535,18535.3030897717,-8743.56971375808,0.231691288622146
678,3,4,4,b58cd8da219d,Draw,Drug overdoses,two,4,3,3,3,5,5,3,5,5,1,Woman,White/Caucasian/European,Undergraduate,69,,,,1679527640675,1679528734030,18.2225833333333,first,8,June,27,He was trying to complain about the lousy conditions of the field without really complaining.,0,13,13,11,2362.01558252322,762.762241296594,0.0295251947815402,15264.4594267988,-12482.1146478328,0.190805742834985
679,3,3,3,b58cd8da219d,Draw,Drug-use disorder,two,4,3,3,3,5,5,3,5,5,1,Woman,White/Caucasian/European,Undergraduate,69,,,,1679527640675,1679528734030,18.2225833333333,first,8,June,27,He was trying to complain about the lousy conditions of the field without really complaining.,0,13,13,11,2.46614798709361,1.86629135950677,0.246614798709361,0.443440867016989,0.256383912014641,0.0443440867016989
680,4,4,4,b58cd8da219d,Draw,Synthetic opioids,two,4,3,3,3,5,5,3,5,5,1,Woman,White/Caucasian/European,Undergraduate,69,,,,1679527640675,1679528734030,18.2225833333333,first,8,June,27,He was trying to complain about the lousy conditions of the field without really complaining.,0,13,13,11,24816.9331838824,21876.9315077341,0.31021166479853,16644.208028838,-5460.09133880136,0.208052600360475
681,3,4,4,1cbdf5909d2a,Categorize,Drug overdoses,two,2,2,3,3,4,4,4,5,5,3,Woman,"East Asian e.g. Chinese, Japanese, South-East Asian",Undergraduate,24,,,,1679527643696,1679529047850,23.4025666666667,second,8,Emily,0,Members of the Eagles team expressed their disappointment in the field conditions during the Super Bowl. ,0,10,12,13,7055.38730561071,-5159.87925696594,0.0881923413201339,,,
682,2,2,3,1cbdf5909d2a,Categorize,Drug-use disorder,two,2,2,3,3,4,4,4,5,5,3,Woman,"East Asian e.g. Chinese, Japanese, South-East Asian",Undergraduate,24,,,,1679527643696,1679529047850,23.4025666666667,second,8,Emily,0,Members of the Eagles team expressed their disappointment in the field conditions during the Super Bowl. ,0,10,12,13,0.778698949303643,0.521213880288957,0.0778698949303643,,,
683,3,5,3,1cbdf5909d2a,Categorize,Synthetic opioids,two,2,2,3,3,4,4,4,5,5,3,Woman,"East Asian e.g. Chinese, Japanese, South-East Asian",Undergraduate,24,,,,1679527643696,1679529047850,23.4025666666667,second,8,Emily,0,Members of the Eagles team expressed their disappointment in the field conditions during the Super Bowl. ,0,10,12,13,5626.16448612786,-2943.01569713758,0.0703270560765983,,,
684,4,2,5,b3f183dc824e,Control,Drug overdoses,two,4,4,3,5,5,4,4,5,5,1,Woman,White/Caucasian/European,other,49,,"Some college, no degree.",,1679527646883,1679529202919,25.9339333333333,Second ,8,Emily,0,The Chiefs beat the Eagles at the Superbowl even though the Conditions of the turf were awful.,0,16,13,11,6679.72508247623,4856.53192497702,0.0834965635309529,,,
685,1,2,1,b3f183dc824e,Control,Drug-use disorder,two,4,4,3,5,5,4,4,5,5,1,Woman,White/Caucasian/European,other,49,,"Some college, no degree.",,1679527646883,1679529202919,25.9339333333333,Second ,8,Emily,0,The Chiefs beat the Eagles at the Superbowl even though the Conditions of the turf were awful.,0,16,13,11,2.53745785820001,2.00308411424005,0.253745785820001,,,
686,5,3,5,b3f183dc824e,Control,Synthetic opioids,two,4,4,3,5,5,4,4,5,5,1,Woman,White/Caucasian/European,other,49,,"Some college, no degree.",,1679527646883,1679529202919,25.9339333333333,Second ,8,Emily,0,The Chiefs beat the Eagles at the Superbowl even though the Conditions of the turf were awful.,0,16,13,11,12264.5267342415,-4193.28621306556,0.153306584178019,,,
687,5,5,5,1e6b117b04b1,Draw,Drug overdoses,two,3,3,4,5,5,5,2,5,5,2,Man,White/Caucasian/European,High School,60,,,,1679527656270,1679528970469,21.9033166666667,2,8,Emily,0,The field was pretty bad for both teams but seems to hurt the Eagles more.,0,15,12,12,17481.3472188918,-15642.0773993808,0.218516840236148,9614.59454462377,-7485.21465428277,0.120182431807797
688,5,5,5,1e6b117b04b1,Draw,Drug-use disorder,two,3,3,4,5,5,5,2,5,5,2,Man,White/Caucasian/European,High School,60,,,,1679527656270,1679528970469,21.9033166666667,2,8,Emily,0,The field was pretty bad for both teams but seems to hurt the Eagles more.,0,15,12,12,0.308064339575793,-0.242105263157895,0.0308064339575793,0.756257220297939,0.68875128998968,0.0756257220297939
689,5,5,5,1e6b117b04b1,Draw,Synthetic opioids,two,3,3,4,5,5,5,2,5,5,2,Man,White/Caucasian/European,High School,60,,,,1679527656270,1679528970469,21.9033166666667,2,8,Emily,0,The field was pretty bad for both teams but seems to hurt the Eagles more.,0,15,12,12,8070.70826669699,6563.90951061865,0.100883853333712,22638.2845020045,-11046.432132964,0.282978556275056
690,3,4,3,978a7dc690e1,Control,Drug overdoses,two,2,5,2,4,3,2,5,5,4,5,Man,White/Caucasian/European,Undergraduate,37,,,,1679527659299,1679528414666,12.58945,2,8,Emily,0,The field hindered the players but they don't want to use the rough field as an excuse for the lose,0,13,10,14,4006.03973877274,1971.95768833849,0.0500754967346592,,,
691,2,3,3,978a7dc690e1,Control,Drug-use disorder,two,2,5,2,4,3,2,5,5,4,5,Man,White/Caucasian/European,Undergraduate,37,,,,1679527659299,1679528414666,12.58945,2,8,Emily,0,The field hindered the players but they don't want to use the rough field as an excuse for the lose,0,13,10,14,0.201668784281061,0.157791537667698,0.0201668784281061,,,
692,3,4,4,978a7dc690e1,Control,Synthetic opioids,two,2,5,2,4,3,2,5,5,4,5,Man,White/Caucasian/European,Undergraduate,37,,,,1679527659299,1679528414666,12.58945,2,8,Emily,0,The field hindered the players but they don't want to use the rough field as an excuse for the lose,0,13,10,14,23846.1654292337,20632.2382271468,0.298077067865421,,,
693,3,3,3,f389f2bf839f,Control,Drug overdoses,two,1,1,2,2,3,4,4,4,5,4,Man,White/Caucasian/European,High School,32,,,,1679527676123,1679529203545,25.4570333333333,First,Eight,Emily,9 feet,The Eagles had issues with the field conditions in Super Bowl 2023 that hampered their play but they insist it didn't decide the game as both teams had to deal with said conditions.,0,6,11,13,7079.51084627797,4908.59425188661,0.0884938855784746,,,
694,3,3,3,f389f2bf839f,Control,Drug-use disorder,two,1,1,2,2,3,4,4,4,5,4,Man,White/Caucasian/European,High School,32,,,,1679527676123,1679529203545,25.4570333333333,First,Eight,Emily,9 feet,The Eagles had issues with the field conditions in Super Bowl 2023 that hampered their play but they insist it didn't decide the game as both teams had to deal with said conditions.,0,6,11,13,0.845965995771151,0.722600512115824,0.0845965995771151,,,
695,3,2,3,f389f2bf839f,Control,Synthetic opioids,two,1,1,2,2,3,4,4,4,5,4,Man,White/Caucasian/European,High School,32,,,,1679527676123,1679529203545,25.4570333333333,First,Eight,Emily,9 feet,The Eagles had issues with the field conditions in Super Bowl 2023 that hampered their play but they insist it didn't decide the game as both teams had to deal with said conditions.,0,6,11,13,16122.5617558677,11829.285185105,0.201532021948347,,,
696,3,4,3,c9e1f87c9bc2,Control,Drug overdoses,two,4,3,3,3,4,4,3,5,5,2,Woman,White/Caucasian/European,Masters,49,,,,1679527683187,1679529935772,37.5430833333333,second,8,Emily,0,The field conditions at Super Bowl 2023 were harder than usual but it affected both teams and each had to adjust playing strategy because of it.,0,13,11,12,7001.72215902917,-2522.36635706915,0.0875215269878647,,,
697,2,2,2,c9e1f87c9bc2,Control,Drug-use disorder,two,4,3,3,3,4,4,3,5,5,2,Woman,White/Caucasian/European,Masters,49,,,,1679527683187,1679529935772,37.5430833333333,second,8,Emily,0,The field conditions at Super Bowl 2023 were harder than usual but it affected both teams and each had to adjust playing strategy because of it.,0,13,11,12,1.69740480495398,1.36873363577544,0.169740480495398,,,
698,3,5,4,c9e1f87c9bc2,Control,Synthetic opioids,two,4,3,3,3,4,4,3,5,5,2,Woman,White/Caucasian/European,Masters,49,,,,1679527683187,1679529935772,37.5430833333333,second,8,Emily,0,The field conditions at Super Bowl 2023 were harder than usual but it affected both teams and each had to adjust playing strategy because of it.,0,13,11,12,4004.70099169031,2074.63253657375,0.0500587623961289,,,
699,4,2,4,50b9a13cebbd,Control,Drug overdoses,two,3,3,3,4,5,3,4,5,4,4,Man,White/Caucasian/European,Undergraduate,24,,,,1679527688372,1679528205844,8.62453333333333,second,8,June,9,"The Eagles have faced hindrances in their performance due to poor turf conditions, and they need to find ways to circumvent such issues.",0,13,12,13,6323.3616056679,4648.17027863776,0.0790420200708488,,,
700,4,3,3,50b9a13cebbd,Control,Drug-use disorder,two,3,3,3,4,5,3,4,5,4,4,Man,White/Caucasian/European,Undergraduate,24,,,,1679527688372,1679528205844,8.62453333333333,second,8,June,9,"The Eagles have faced hindrances in their performance due to poor turf conditions, and they need to find ways to circumvent such issues.",0,13,12,13,2.82958036498283,2.34164731682147,0.282958036498283,,,
701,5,2,4,50b9a13cebbd,Control,Synthetic opioids,two,3,3,3,4,5,3,4,5,4,4,Man,White/Caucasian/European,Undergraduate,24,,,,1679527688372,1679528205844,8.62453333333333,second,8,June,9,"The Eagles have faced hindrances in their performance due to poor turf conditions, and they need to find ways to circumvent such issues.",0,13,12,13,20004.5476527046,17836.0701754386,0.250056845658807,,,
702,2,1,3,b513040fdce7,Control,Drug overdoses,two,4,3,3,3,5,5,5,5,5,5,Man,White/Caucasian/European,High School,32,,,,1679527711226,1679528601601,14.8395833333333,2nd,8,Emily,0,"Eagles players felt that the Turf used on the field in the superbowl was subpar, effecting play of everyone. ",0,13,15,15,3795.47251088512,688.159958720324,0.047443406386064,,,
703,2,2,3,b513040fdce7,Control,Drug-use disorder,two,4,3,3,3,5,5,5,5,5,5,Man,White/Caucasian/European,High School,32,,,,1679527711226,1679528601601,14.8395833333333,2nd,8,Emily,0,"Eagles players felt that the Turf used on the field in the superbowl was subpar, effecting play of everyone. ",0,13,15,15,0.230829252108642,0.110481166150671,0.0230829252108642,,,
704,2,3,3,b513040fdce7,Control,Synthetic opioids,two,4,3,3,3,5,5,5,5,5,5,Man,White/Caucasian/European,High School,32,,,,1679527711226,1679528601601,14.8395833333333,2nd,8,Emily,0,"Eagles players felt that the Turf used on the field in the superbowl was subpar, effecting play of everyone. ",0,13,15,15,10531.1769589633,8351.30563250231,0.131639711987041,,,
705,4,4,4,8830e1cd7a80,Draw,Drug overdoses,two,5,4,5,4,5,5,1,5,5,1,Woman,White/Caucasian/European,Prefer not to say,79,,,,1679527750405,1679528711997,16.0265333333333,2nd,7,Emily,27,Seems the turf was a bit out of whack and NFL didn't win.  They gave the Chiefs the win without a problem thought NFL is sorely diossappointed.,0,18,11,11,7819.75047811894,-6280.4095183098,0.0977468809764867,8066.09036963099,-1046.14739240681,0.100826129620387
706,5,4,4,8830e1cd7a80,Draw,Drug-use disorder,two,5,4,5,4,5,5,1,5,5,1,Woman,White/Caucasian/European,Prefer not to say,79,,,,1679527750405,1679528711997,16.0265333333333,2nd,7,Emily,27,Seems the turf was a bit out of whack and NFL didn't win.  They gave the Chiefs the win without a problem thought NFL is sorely diossappointed.,0,18,11,11,2.11151110464733,1.63604956627876,0.211151110464733,1.72554271338036,1.49982663244163,0.172554271338036
707,4,4,4,8830e1cd7a80,Draw,Synthetic opioids,two,5,4,5,4,5,5,1,5,5,1,Woman,White/Caucasian/European,Prefer not to say,79,,,,1679527750405,1679528711997,16.0265333333333,2nd,7,Emily,27,Seems the turf was a bit out of whack and NFL didn't win.  They gave the Chiefs the win without a problem thought NFL is sorely diossappointed.,0,18,11,11,33347.5662137591,27756.054269102,0.416844577671989,19014.1269711995,-2660.46654439347,0.237676587139994
708,1,1,2,6409f663dc44,Draw,Drug overdoses,two,1,1,1,1,2,1,5,2,1,5,Man,White/Caucasian/European,High School,58,,,,1679527756277,1679528780007,17.0621666666667,first,seven,june,27,the eagles are using field conditions as excuse for losing super bowl,0,4,8,8,5711.65648170836,-2848.68385981037,0.0713957060213545,10238.1521831592,-7862.50841718267,0.12797690228949
709,1,1,1,6409f663dc44,Draw,Drug-use disorder,two,1,1,1,1,2,1,5,2,1,5,Man,White/Caucasian/European,High School,58,,,,1679527756277,1679528780007,17.0621666666667,first,seven,june,27,the eagles are using field conditions as excuse for losing super bowl,0,4,8,8,1.31739139999193,0.385758728090331,0.131739139999193,1.86162868005378,0.57275573919432,0.186162868005378
710,1,1,1,6409f663dc44,Draw,Synthetic opioids,two,1,1,1,1,2,1,5,2,1,5,Man,White/Caucasian/European,High School,58,,,,1679527756277,1679528780007,17.0621666666667,first,seven,june,27,the eagles are using field conditions as excuse for losing super bowl,0,4,8,8,10119.0020703689,4634.45600689635,0.126487525879611,6314.04233984873,4294.65914632387,0.0789255292481092
711,2,4,3,07a1ce9b9896,Categorize,Drug overdoses,two,1,4,3,2,2,3,1,5,3,2,Man,White/Caucasian/European,Undergraduate,37,,,,1679527768434,1679529844484,34.6008333333333,2,8,Emily,27,It is important to take into account certain factors at the time of holding an event of this magnitude because otherwise it can generate certain conflicts.,0,10,6,10,9106.58907412983,-7354.79669762642,0.113832363426623,,,
712,3,2,2,07a1ce9b9896,Categorize,Drug-use disorder,two,1,4,3,2,2,3,1,5,3,2,Man,White/Caucasian/European,Undergraduate,37,,,,1679527768434,1679529844484,34.6008333333333,2,8,Emily,27,It is important to take into account certain factors at the time of holding an event of this magnitude because otherwise it can generate certain conflicts.,0,10,6,10,0.163916255516457,-0.107357778637771,0.0163916255516457,,,
713,1,2,3,07a1ce9b9896,Categorize,Synthetic opioids,two,1,4,3,2,2,3,1,5,3,2,Man,White/Caucasian/European,Undergraduate,37,,,,1679527768434,1679529844484,34.6008333333333,2,8,Emily,27,It is important to take into account certain factors at the time of holding an event of this magnitude because otherwise it can generate certain conflicts.,0,10,6,10,4591.24669763354,-1189.6108033241,0.0573905837204192,,,
714,3,1,3,f4ba255e769d,Control,Drug overdoses,two,3,3,3,4,4,5,5,4,5,5,Man,other,High School,26,Mixed raced. Black/white,,,1679527769960,1679528589128,13.6528,Second,8,June,27,"Both teams struggled with the field conditions during the game, as the turf was incredibly slippery.",0,13,14,14,2848.24617165701,1105.34262125903,0.0356030771457126,,,
715,3,1,3,f4ba255e769d,Control,Drug-use disorder,two,3,3,3,4,4,5,5,4,5,5,Man,other,High School,26,Mixed raced. Black/white,,,1679527769960,1679528589128,13.6528,Second,8,June,27,"Both teams struggled with the field conditions during the game, as the turf was incredibly slippery.",0,13,14,14,2.29579962127131,1.81417053663571,0.229579962127131,,,
716,3,1,4,f4ba255e769d,Control,Synthetic opioids,two,3,3,3,4,4,5,5,4,5,5,Man,other,High School,26,Mixed raced. Black/white,,,1679527769960,1679528589128,13.6528,Second,8,June,27,"Both teams struggled with the field conditions during the game, as the turf was incredibly slippery.",0,13,14,14,19971.7177759069,15181.4072022161,0.249646472198837,,,
717,4,5,5,93bf27a819d9,Draw,Drug overdoses,two,4,5,4,5,5,5,4,5,5,3,Woman,African American/Black,Undergraduate,30,,,,1679527771748,1679529296445,25.4116166666667,first,8,June,27,The Eagles are complaining about the turf on the Arizona feild tha contributed to their loss against the cheifs. ,0,18,14,13,10598.0730114953,-9254.04850361197,0.132475912643692,8853.98090445652,-5951.67492260062,0.110674761305707
718,5,4,4,93bf27a819d9,Draw,Drug-use disorder,two,4,5,4,5,5,5,4,5,5,3,Woman,African American/Black,Undergraduate,30,,,,1679527771748,1679529296445,25.4116166666667,first,8,June,27,The Eagles are complaining about the turf on the Arizona feild tha contributed to their loss against the cheifs. ,0,18,14,13,1.18925337695135,0.746284829721362,0.118925337695135,1.99398918916302,1.77621259029928,0.199398918916302
719,5,5,5,93bf27a819d9,Draw,Synthetic opioids,two,4,5,4,5,5,5,4,5,5,3,Woman,African American/Black,Undergraduate,30,,,,1679527771748,1679529296445,25.4116166666667,first,8,June,27,The Eagles are complaining about the turf on the Arizona feild tha contributed to their loss against the cheifs. ,0,18,14,13,28531.1559673598,25394.9344413666,0.356639449591998,15767.5533334753,-503.495844875346,0.197094416668442
720,4,2,4,5dce40b2b06c,Draw,Drug overdoses,two,3,2,3,3,4,4,5,3,4,5,Woman,White/Caucasian/European,Undergraduate,36,,,,1679527772904,1679529597530,30.4104333333333,First,7,Emily,27,Eagles coach talks about his disappointment that the turf used for the 2023 Superbowl was poor and affected both team's game play. ,0,11,13,12,9094.98118431546,-470.508771929832,0.113687264803943,7405.14809266816,-883.305469556246,0.092564351158352
721,4,2,4,5dce40b2b06c,Draw,Drug-use disorder,two,3,2,3,3,4,4,5,3,4,5,Woman,White/Caucasian/European,Undergraduate,36,,,,1679527772904,1679529597530,30.4104333333333,First,7,Emily,27,Eagles coach talks about his disappointment that the turf used for the 2023 Superbowl was poor and affected both team's game play. ,0,11,13,12,0.229315787186521,-0.0236777605779155,0.0229315787186521,1.50967074074491,1.43762254901961,0.150967074074491
722,4,2,4,5dce40b2b06c,Draw,Synthetic opioids,two,3,2,3,3,4,4,5,3,4,5,Woman,White/Caucasian/European,Undergraduate,36,,,,1679527772904,1679529597530,30.4104333333333,First,7,Emily,27,Eagles coach talks about his disappointment that the turf used for the 2023 Superbowl was poor and affected both team's game play. ,0,11,13,12,12826.7720062243,5352.22899353647,0.160334650077803,14988.1808682363,4569.2188365651,0.187352260852954
723,3,3,3,4b6d97cd1edf,Control,Drug overdoses,two,2,2,2,2,3,4,3,4,5,3,Woman,Hispanic/Latino,High School,21,,,,1679527776056,1679528339717,9.39435,first,8,Emily,27,"According to The Eagles, the field conditions swayed to results of the game unfairly. ",0,8,10,12,9788.87774893251,-7660.78224974201,0.122360971861656,,,
724,3,3,3,4b6d97cd1edf,Control,Drug-use disorder,two,2,2,2,2,3,4,3,4,5,3,Woman,Hispanic/Latino,High School,21,,,,1679527776056,1679528339717,9.39435,first,8,Emily,27,"According to The Eagles, the field conditions swayed to results of the game unfairly. ",0,8,10,12,0.886721358606484,0.470726909184726,0.0886721358606485,,,
725,3,3,4,4b6d97cd1edf,Control,Synthetic opioids,two,2,2,2,2,3,4,3,4,5,3,Woman,Hispanic/Latino,High School,21,,,,1679527776056,1679528339717,9.39435,first,8,Emily,27,"According to The Eagles, the field conditions swayed to results of the game unfairly. ",0,8,10,12,14182.0993514592,2100.03601108033,0.17727624189324,,,
726,3,3,2,07d446780e52,Control,Drug overdoses,two,2,3,2,2,3,4,2,4,4,2,Man,White/Caucasian/European,Undergraduate,35,,,,1679527776123,1679529843257,34.4522333333333,2,8,Emily,27,From my point of view I can say that the field where the Super Bowl was played was not in the best conditions and that is why from time to time the necessary measures should be taken to prevent this from happening.,0,9,9,10,11506.4866441014,-9800.81062951497,0.143831083051268,,,
727,4,2,3,07d446780e52,Control,Drug-use disorder,two,2,3,2,2,3,4,2,4,4,2,Man,White/Caucasian/European,Undergraduate,35,,,,1679527776123,1679529843257,34.4522333333333,2,8,Emily,27,From my point of view I can say that the field where the Super Bowl was played was not in the best conditions and that is why from time to time the necessary measures should be taken to prevent this from happening.,0,9,9,10,0.644370499870203,-0.604479489164087,0.0644370499870203,,,
728,2,4,4,07d446780e52,Control,Synthetic opioids,two,2,3,2,2,3,4,2,4,4,2,Man,White/Caucasian/European,Undergraduate,35,,,,1679527776123,1679529843257,34.4522333333333,2,8,Emily,27,From my point of view I can say that the field where the Super Bowl was played was not in the best conditions and that is why from time to time the necessary measures should be taken to prevent this from happening.,0,9,9,10,19551.0326948911,-7537.08310249307,0.244387908686139,,,
729,4,1,4,c6eaf4508a2f,Categorize,Drug overdoses,two,3,3,4,4,5,5,4,5,5,3,Woman,White/Caucasian/European,Undergraduate,55,,,,1679527779353,1679530170836,39.85805,second,8,Emily,0,The Eagles said the field conditions didn't decide the game but made it harder for their team playing the Chiefs in the Super Bowl.,0,14,14,13,3080.98063944906,-986.695119001553,0.0385122579931133,,,
730,4,1,4,c6eaf4508a2f,Categorize,Drug-use disorder,two,3,3,4,4,5,5,4,5,5,3,Woman,White/Caucasian/European,Undergraduate,55,,,,1679527779353,1679530170836,39.85805,second,8,Emily,0,The Eagles said the field conditions didn't decide the game but made it harder for their team playing the Chiefs in the Super Bowl.,0,14,14,13,0.846806391570157,0.826590844499806,0.0846806391570157,,,
731,4,1,4,c6eaf4508a2f,Categorize,Synthetic opioids,two,3,3,4,4,5,5,4,5,5,3,Woman,White/Caucasian/European,Undergraduate,55,,,,1679527779353,1679530170836,39.85805,second,8,Emily,0,The Eagles said the field conditions didn't decide the game but made it harder for their team playing the Chiefs in the Super Bowl.,0,14,14,13,6056.42691560889,4551.96628875591,0.0757053364451112,,,
732,4,2,4,81f22547fe69,Control,Drug overdoses,two,1,2,3,3,4,4,3,5,4,3,Man,White/Caucasian/European,other,55,,Some college,,1679527798301,1679529454601,27.605,2nd,8,Emily,27,The Chiefs-Eagles Super bowl  had terrible field conditions which frustrated both sides.,0,9,11,12,6840.33920732166,5710.86377708978,0.0855042400915207,,,
733,4,1,4,81f22547fe69,Control,Drug-use disorder,two,1,2,3,3,4,4,3,5,4,3,Man,White/Caucasian/European,other,55,,Some college,,1679527798301,1679529454601,27.605,2nd,8,Emily,27,The Chiefs-Eagles Super bowl  had terrible field conditions which frustrated both sides.,0,9,11,12,3.41626956052288,3.12051083591331,0.341626956052288,,,
734,4,1,4,81f22547fe69,Control,Synthetic opioids,two,1,2,3,3,4,4,3,5,4,3,Man,White/Caucasian/European,other,55,,Some college,,1679527798301,1679529454601,27.605,2nd,8,Emily,27,The Chiefs-Eagles Super bowl  had terrible field conditions which frustrated both sides.,0,9,11,12,12822.8635536266,9497.42751615882,0.160285794420332,,,
735,4,1,5,b12fec2f10e2,Control,Drug overdoses,two,3,4,5,5,3,4,1,4,4,1,Man,White/Caucasian/European,Masters,55,,,,1679527805328,1679528444805,10.65795,1st,8,June,27,The Super Bowl field was the worst ever but the Eagles said it did not decide the outcome of the game.,0,17,8,9,10945.1139323168,-8375.75663639222,0.13681392415396,,,
736,4,1,5,b12fec2f10e2,Control,Drug-use disorder,two,3,4,5,5,3,4,1,4,4,1,Man,White/Caucasian/European,Masters,55,,,,1679527805328,1679528444805,10.65795,1st,8,June,27,The Super Bowl field was the worst ever but the Eagles said it did not decide the outcome of the game.,0,17,8,9,1.61562540788775,1.29157178187887,0.161562540788775,,,
737,4,1,4,b12fec2f10e2,Control,Synthetic opioids,two,3,4,5,5,3,4,1,4,4,1,Man,White/Caucasian/European,Masters,55,,,,1679527805328,1679528444805,10.65795,1st,8,June,27,The Super Bowl field was the worst ever but the Eagles said it did not decide the outcome of the game.,0,17,8,9,10336.2478863316,8205.76964125981,0.129203098579145,,,
738,3,2,4,3d8d561e8ca0,Control,Drug overdoses,two,3,4,4,5,4,5,4,4,5,4,Woman,White/Caucasian/European,Masters,48,,,,1679527809483,1679530001800,36.5386166666667,second,8,emily,27,The Eagles felt game conditions did not favor them in their match against the Chiefs,0,16,13,13,13148.7078763132,-590.9605505031,0.164358848453915,,,
739,3,4,3,3d8d561e8ca0,Control,Drug-use disorder,two,3,4,4,5,4,5,4,4,5,4,Woman,White/Caucasian/European,Masters,48,,,,1679527809483,1679530001800,36.5386166666667,second,8,emily,27,The Eagles felt game conditions did not favor them in their match against the Chiefs,0,16,13,13,2.01563804992732,1.34172743727425,0.201563804992732,,,
740,2,3,3,3d8d561e8ca0,Control,Synthetic opioids,two,3,4,4,5,4,5,4,4,5,4,Woman,White/Caucasian/European,Masters,48,,,,1679527809483,1679530001800,36.5386166666667,second,8,emily,27,The Eagles felt game conditions did not favor them in their match against the Chiefs,0,16,13,13,14050.2391963148,3048.73446877885,0.175627989953935,,,
741,3,3,3,ed244c859b27,Control,Drug overdoses,two,1,3,3,3,3,3,4,3,3,4,Man,White/Caucasian/European,Undergraduate,25,,,,1679527831767,1679528355079,8.72186666666667,second,8,Emily,0,Poor turf in Super Bowl 2023,0,10,10,10,13544.5035926172,10671.6480908153,0.169306294907715,,,
742,3,3,3,ed244c859b27,Control,Drug-use disorder,two,1,3,3,3,3,3,4,3,3,4,Man,White/Caucasian/European,Undergraduate,25,,,,1679527831767,1679528355079,8.72186666666667,second,8,Emily,0,Poor turf in Super Bowl 2023,0,10,10,10,0.268069577720199,0.196749226006192,0.0268069577720199,,,
743,3,3,3,ed244c859b27,Control,Synthetic opioids,two,1,3,3,3,3,3,4,3,3,4,Man,White/Caucasian/European,Undergraduate,25,,,,1679527831767,1679528355079,8.72186666666667,second,8,Emily,0,Poor turf in Super Bowl 2023,0,10,10,10,12029.0057842689,9413.40166204986,0.150362572303362,,,
744,3,4,5,c6c09f0ad258,Control,Drug overdoses,two,2,3,4,4,5,5,4,5,5,4,Woman,White/Caucasian/European,High School,68,,,,1679527861477,1679530103882,37.3734166666667,first,8,Emily,27,"Due to poor turf in Super Bowl 2023, both teams were negatively affected.",0,13,14,14,4582.68917994474,3413.39215686274,0.0572836147493093,,,
745,2,3,5,c6c09f0ad258,Control,Drug-use disorder,two,2,3,4,4,5,5,4,5,5,4,Woman,White/Caucasian/European,High School,68,,,,1679527861477,1679530103882,37.3734166666667,first,8,Emily,27,"Due to poor turf in Super Bowl 2023, both teams were negatively affected.",0,13,14,14,0.913756132685776,0.664080237358101,0.0913756132685776,,,
746,4,3,5,c6c09f0ad258,Control,Synthetic opioids,two,2,3,4,4,5,5,4,5,5,4,Woman,White/Caucasian/European,High School,68,,,,1679527861477,1679530103882,37.3734166666667,first,8,Emily,27,"Due to poor turf in Super Bowl 2023, both teams were negatively affected.",0,13,14,14,20432.335065305,17210.4930747922,0.255404188316313,,,
747,1,2,2,f6f27b27abce,Categorize,Drug overdoses,two,2,2,1,2,4,4,4,4,4,4,Man,White/Caucasian/European,Undergraduate,32,,,,1679527879195,1679528653713,12.9086333333333,2,8,Emily,0,The poor field conditions effected both teams during the super bowl,0,7,12,12,3716.54803187127,-866.793601651189,0.0464568503983909,,,
748,2,4,3,f6f27b27abce,Categorize,Drug-use disorder,two,2,2,1,2,4,4,4,4,4,4,Man,White/Caucasian/European,Undergraduate,32,,,,1679527879195,1679528653713,12.9086333333333,2,8,Emily,0,The poor field conditions effected both teams during the super bowl,0,7,12,12,0.207493097376998,0.10016124871001,0.0207493097376998,,,
