Unnamed: 0,article_recommend,article_surprise,article_interest,PID,treatment,article,study,topic_inv_drug_overdose_vlaue_opinion,topic_inv_defend_view_point_drugOverdose,topic_inv_learning_drug_overdose,topic_inv_motivation_gaining_knowledge,att_elic_drug_overdose_opinion_pre,att_elic_combat_drug_priority_pre,att_elic_opinion_on_drug_legalization_pre,att_elic_drug_overdose_opinion_post,att_elic_combat_drug_priority_post,att_elic_opinion_on_drug_legalization_post,gender,race,education,age,education.Comment,gender.Comment,race.Comment,survey_start,study_finish,study_duration,cogref_race,cogref_sheep,cogref_name,cogref_volume,cogref_Superbowl,exclude,topic_involvement,attitude_pre,attitude_post,recall_rmse,recall_signed_err,vis_elic_rmse,vis_elic_signed_err,recall_rmse.sc,vis_elic_rmse.sc
704,2,2,3,e2652d06045e,Draw,Drug-use disorder,one,2,2,4,4,5,4,3,5,4,3,Woman,White/Caucasian/European,High School,38,,,,1678840438983,1678841170643,12.1943333333333,second,8,Emily,27,"A lot of people found that the turf helped determine the outcome of the Super Bowl. Players complained all season, even though it wasn't the main reason, it played a part. ",0,12,12,12,0.203148586293574,-0.140110635511401,0.994692111948593,0.606924057400509,0.0203148586293574,0.0994692111948593
705,4,4,4,e2652d06045e,Draw,Synthetic opioids,one,2,2,4,4,5,4,3,5,4,3,Woman,White/Caucasian/European,High School,38,,,,1678840438983,1678841170643,12.1943333333333,second,8,Emily,27,"A lot of people found that the turf helped determine the outcome of the Super Bowl. Players complained all season, even though it wasn't the main reason, it played a part. ",0,12,12,12,14851.0104283528,-8540.20215114266,20754.3633086165,-7584.64115521122,0.18563763035441,0.259429541357707
706,3,5,5,36da6213db77,Draw,Drug overdoses,one,2,3,2,2,3,4,5,5,4,3,Woman,White/Caucasian/European,High School,22,,,,1678840439944,1678841041657,10.02855,First,7,June,27,The Superbowl had terrible playing turf this year.,0,9,12,12,4438.68798052816,-2434.90505675956,8198.1255736643,5589.86274509804,0.055483599756602,0.102476569670804
707,3,5,5,36da6213db77,Draw,Drug-use disorder,one,2,3,2,2,3,4,5,5,4,3,Woman,White/Caucasian/European,High School,22,,,,1678840439944,1678841041657,10.02855,First,7,June,27,The Superbowl had terrible playing turf this year.,0,9,12,12,0.214898846553116,0.044498194014448,2.80095048210753,2.16833720330237,0.0214898846553116,0.280095048210753
708,3,5,5,36da6213db77,Draw,Synthetic opioids,one,2,3,2,2,3,4,5,5,4,3,Woman,White/Caucasian/European,High School,22,,,,1678840439944,1678841041657,10.02855,First,7,June,27,The Superbowl had terrible playing turf this year.,0,9,12,12,19352.7385593867,15961.1855955679,16159.8534832514,-5032.35087719298,0.241909231992333,0.201998168540642
709,4,4,5,4248af75df58,Draw,Drug overdoses,one,4,4,4,5,5,5,5,5,5,5,Woman,White/Caucasian/European,High School,45,,,,1678840440559,1678840940318,8.32931666666667,second,eight,Emily,27,The turf during the Super Bowl was slippery and the players were having a hard time. ,0,17,15,15,10350.2168690607,6491.87769890028,13488.9249153494,-11644.7614345492,0.129377710863259,0.168611561441867
710,4,4,4,4248af75df58,Draw,Drug-use disorder,one,4,4,4,5,5,5,5,5,5,5,Woman,White/Caucasian/European,High School,45,,,,1678840440559,1678840940318,8.32931666666667,second,eight,Emily,27,The turf during the Super Bowl was slippery and the players were having a hard time. ,0,17,15,15,3.43616608035764,3.27799309729546,1.17120482090255,1.01504117259054,0.343616608035764,0.117120482090255
711,4,4,4,4248af75df58,Draw,Synthetic opioids,one,4,4,4,5,5,5,5,5,5,5,Woman,White/Caucasian/European,High School,45,,,,1678840440559,1678840940318,8.32931666666667,second,eight,Emily,27,The turf during the Super Bowl was slippery and the players were having a hard time. ,0,17,15,15,20416.5674431771,19426.88530305,13412.9207083675,2924.57261729571,0.255207093039713,0.167661508854593
712,1,1,1,2353b715ead1,Control,Drug overdoses,one,1,1,1,1,3,3,3,5,3,3,Man,Hispanic/Latino,High School,24,,,,1678840445518,1678841056211,10.1782166666667,first,7,June,9,The field conditions of this particular football game where some of the worst these players have experienced.,0,4,9,11,11722.6914645924,-7982.89267285862,,,0.146533643307404,
713,1,1,1,2353b715ead1,Control,Drug-use disorder,one,1,1,1,1,3,3,3,5,3,3,Man,Hispanic/Latino,High School,24,,,,1678840445518,1678841056211,10.1782166666667,first,7,June,9,The field conditions of this particular football game where some of the worst these players have experienced.,0,4,9,11,2.47236528297396,1.96606682146543,,,0.247236528297396,
714,1,1,1,2353b715ead1,Control,Synthetic opioids,one,1,1,1,1,3,3,3,5,3,3,Man,Hispanic/Latino,High School,24,,,,1678840445518,1678841056211,10.1782166666667,first,7,June,9,The field conditions of this particular football game where some of the worst these players have experienced.,0,4,9,11,18184.588373766,6254.81440443213,,,0.227307354672075,
715,1,3,2,d761da0f9ba2,Draw,Drug overdoses,one,3,3,1,3,5,3,1,5,5,1,Man,White/Caucasian/European,other,34,Associate's,,,1678840448167,1678840996204,9.13395,First,8,Emily,27,The turf during the Super Bowl was slippery and Eagle players are complaining.,0,10,9,11,9700.71173878982,-5301.24549712977,13765.3697837192,11012.4799930663,0.121258896734873,0.17206712229649
716,1,2,2,d761da0f9ba2,Draw,Drug-use disorder,one,3,3,1,3,5,3,1,5,5,1,Man,White/Caucasian/European,other,34,Associate's,,,1678840448167,1678840996204,9.13395,First,8,Emily,27,The turf during the Super Bowl was slippery and Eagle players are complaining.,0,10,9,11,0.611934739851301,0.561334637936178,0.525473762261838,0.39948357581108,0.0611934739851301,0.0525473762261838
717,1,4,4,d761da0f9ba2,Draw,Synthetic opioids,one,3,3,1,3,5,3,1,5,5,1,Man,White/Caucasian/European,other,34,Associate's,,,1678840448167,1678840996204,9.13395,First,8,Emily,27,The turf during the Super Bowl was slippery and Eagle players are complaining.,0,10,9,11,9316.74943060936,919.584754443677,14818.1543053158,-3512.54820954524,0.116459367882617,0.185226928816447
718,2,3,3,1fb809af400f,Draw,Drug overdoses,one,1,1,3,3,3,4,4,3,4,4,Man,White/Caucasian/European,High School,37,,,,1678840448536,1678841849789,23.3542166666667,second,8,Emily,27,The Eagles used the field conditions as an excuse why they lost the Super Bowl to the Chiefs.,0,8,11,11,7027.06018578553,-3699.61093911249,12507.0761424016,-9330.15789473685,0.0878382523223191,0.156338451780021
719,3,4,4,1fb809af400f,Draw,Drug-use disorder,one,1,1,3,3,3,4,4,3,4,4,Man,White/Caucasian/European,High School,37,,,,1678840448536,1678841849789,23.3542166666667,second,8,Emily,27,The Eagles used the field conditions as an excuse why they lost the Super Bowl to the Chiefs.,0,8,11,11,0.178112832845681,0.111384158926729,3.1741313375196,2.96587332301342,0.0178112832845681,0.31741313375196
720,3,5,3,1fb809af400f,Draw,Synthetic opioids,one,1,1,3,3,3,4,4,3,4,4,Man,White/Caucasian/European,High School,37,,,,1678840448536,1678841849789,23.3542166666667,second,8,Emily,27,The Eagles used the field conditions as an excuse why they lost the Super Bowl to the Chiefs.,0,8,11,11,7437.03276590738,5637.54755309326,18414.1981894654,-4423.39427516159,0.0929629095738422,0.230177477368318
721,4,3,4,2981a6d940a2,Categorize,Drug overdoses,one,4,3,4,4,5,5,1,5,5,1,Woman,"East Asian e.g. Chinese, Japanese, South-East Asian",Undergraduate,45,,,,1678840453095,1678841346663,14.8928,second,7,Emily,0,the Chiefs should have won the NFL 2023. So the Eagle team that won the game pointed that they are deserved to win the game,0,15,11,11,7109.05057734802,-4037.3302373581,,,0.0888631322168502,
722,4,4,5,2981a6d940a2,Categorize,Drug-use disorder,one,4,3,4,4,5,5,1,5,5,1,Woman,"East Asian e.g. Chinese, Japanese, South-East Asian",Undergraduate,45,,,,1678840453095,1678841346663,14.8928,second,7,Emily,0,the Chiefs should have won the NFL 2023. So the Eagle team that won the game pointed that they are deserved to win the game,0,15,11,11,0.152702925390949,0.112512899896801,,,0.0152702925390949,
723,3,3,5,2981a6d940a2,Categorize,Synthetic opioids,one,4,3,4,4,5,5,1,5,5,1,Woman,"East Asian e.g. Chinese, Japanese, South-East Asian",Undergraduate,45,,,,1678840453095,1678841346663,14.8928,second,7,Emily,0,the Chiefs should have won the NFL 2023. So the Eagle team that won the game pointed that they are deserved to win the game,0,15,11,11,24885.74895231,19970.188365651,,,0.311071861903875,
724,1,1,1,d11cb9728d10,Categorize,Drug overdoses,one,5,5,3,3,3,2,3,2,2,3,Woman,White/Caucasian/European,Masters,55,,,,1678840456321,1678841232720,12.9399833333333,first,7,June,12,Some men played sportball and they didn't like the grass (I don't understand all those terms so that's the best I can do and I bet you don't understand ballet terms so we're even),0,16,8,7,7177.1737501341,-5631.49948400413,,,0.0897146718766763,
725,1,1,1,d11cb9728d10,Categorize,Drug-use disorder,one,5,5,3,3,3,2,3,2,2,3,Woman,White/Caucasian/European,Masters,55,,,,1678840456321,1678841232720,12.9399833333333,first,7,June,12,Some men played sportball and they didn't like the grass (I don't understand all those terms so that's the best I can do and I bet you don't understand ballet terms so we're even),0,16,8,7,1.72527867076583,1.25895897832817,,,0.172527867076583,
726,1,1,1,d11cb9728d10,Categorize,Synthetic opioids,one,5,5,3,3,3,2,3,2,2,3,Woman,White/Caucasian/European,Masters,55,,,,1678840456321,1678841232720,12.9399833333333,first,7,June,12,Some men played sportball and they didn't like the grass (I don't understand all those terms so that's the best I can do and I bet you don't understand ballet terms so we're even),0,16,8,7,13247.7621799714,2889.62511542013,,,0.165597027249643,
727,3,1,2,a40a42d3d8e7,Control,Drug overdoses,one,3,3,1,1,4,4,4,5,4,4,Man,White/Caucasian/European,other,31,Associates,,,1678840466147,1678841019289,9.21903333333333,second,8,Emily,9,The conditions of the field for the superbowl were not up to standards and effected the eagles game ,0,8,12,13,5494.56146322748,2155.91021671826,,,0.0686820182903435,
728,3,1,2,a40a42d3d8e7,Control,Drug-use disorder,one,3,3,1,1,4,4,4,5,4,4,Man,White/Caucasian/European,other,31,Associates,,,1678840466147,1678841019289,9.21903333333333,second,8,Emily,9,The conditions of the field for the superbowl were not up to standards and effected the eagles game ,0,8,12,13,0.58533970351489,0.521342879256966,,,0.058533970351489,
729,3,1,2,a40a42d3d8e7,Control,Synthetic opioids,one,3,3,1,1,4,4,4,5,4,4,Man,White/Caucasian/European,other,31,Associates,,,1678840466147,1678841019289,9.21903333333333,second,8,Emily,9,The conditions of the field for the superbowl were not up to standards and effected the eagles game ,0,8,12,13,16447.7713288327,14352.2289935365,,,0.205597141610409,
730,3,4,3,6c9a1135df6a,Control,Drug overdoses,one,4,3,2,3,5,5,4,5,5,4,Man,White/Caucasian/European,High School,36,,,,1678840469054,1678841250338,13.0214,SECOND,8,EMILY,3,THAT WHILE THE TURF CONDITIONS DID NOT DECIDE THE GAME IT CERTAINLY DID HAVE AN EFFECT ON THE PLAYERS TO PREFORM TO THE BEST OF THIER ABILITY. ,0,12,14,14,4250.47032673148,-1812.09803921569,,,0.0531308790841436,
731,3,3,3,6c9a1135df6a,Control,Drug-use disorder,one,4,3,2,3,5,5,4,5,5,4,Man,White/Caucasian/European,High School,36,,,,1678840469054,1678841250338,13.0214,SECOND,8,EMILY,3,THAT WHILE THE TURF CONDITIONS DID NOT DECIDE THE GAME IT CERTAINLY DID HAVE AN EFFECT ON THE PLAYERS TO PREFORM TO THE BEST OF THIER ABILITY. ,0,12,14,14,0.0992454640853609,-0.0716653766769868,,,0.009924546408536,
732,4,4,4,6c9a1135df6a,Control,Synthetic opioids,one,4,3,2,3,5,5,4,5,5,4,Man,White/Caucasian/European,High School,36,,,,1678840469054,1678841250338,13.0214,SECOND,8,EMILY,3,THAT WHILE THE TURF CONDITIONS DID NOT DECIDE THE GAME IT CERTAINLY DID HAVE AN EFFECT ON THE PLAYERS TO PREFORM TO THE BEST OF THIER ABILITY. ,0,12,14,14,13087.7143439251,10334.6851338874,,,0.163596429299063,
733,5,1,5,d7ba1776662e,Categorize,Drug overdoses,one,3,3,4,4,5,4,3,5,4,3,other,White/Caucasian/European,Undergraduate,30,,nonbinary,,1678840485505,1678841987105,25.0266666666667,2nd,8,Emily,3,The players and coaches in the Eagles vs Chiefs Super Bowl game were upset about turf conditions. ,0,14,12,12,6726.59028983675,4845.02270381837,,,0.0840823786229594,
734,5,3,5,d7ba1776662e,Categorize,Drug-use disorder,one,3,3,4,4,5,4,3,5,4,3,other,White/Caucasian/European,Undergraduate,30,,nonbinary,,1678840485505,1678841987105,25.0266666666667,2nd,8,Emily,3,The players and coaches in the Eagles vs Chiefs Super Bowl game were upset about turf conditions. ,0,14,12,12,2.61394055348833,2.02569659442724,,,0.261394055348833,
735,5,2,5,d7ba1776662e,Categorize,Synthetic opioids,one,3,3,4,4,5,4,3,5,4,3,other,White/Caucasian/European,Undergraduate,30,,nonbinary,,1678840485505,1678841987105,25.0266666666667,2nd,8,Emily,3,The players and coaches in the Eagles vs Chiefs Super Bowl game were upset about turf conditions. ,0,14,12,12,11834.5711419557,10778.1292705448,,,0.147932139274446,
736,5,2,5,1ad9a3fc0ae9,Categorize,Drug overdoses,one,5,4,5,5,5,5,4,5,5,5,Woman,White/Caucasian/European,Undergraduate,65,,,,1678840485696,1678841423905,15.6368166666667,first,8,Emily,3,There was poor turf conditions during super bowl 2023 affecting both teams.,0,19,14,15,6914.58597049832,-4689.75284805534,,,0.086432324631229,
737,5,1,5,1ad9a3fc0ae9,Categorize,Drug-use disorder,one,5,4,5,5,5,5,4,5,5,5,Woman,White/Caucasian/European,Undergraduate,65,,,,1678840485696,1678841423905,15.6368166666667,first,8,Emily,3,There was poor turf conditions during super bowl 2023 affecting both teams.,0,19,14,15,1.5075081103342,1.05263190018503,,,0.15075081103342,
738,5,2,5,1ad9a3fc0ae9,Categorize,Synthetic opioids,one,5,4,5,5,5,5,4,5,5,5,Woman,White/Caucasian/European,Undergraduate,65,,,,1678840485696,1678841423905,15.6368166666667,first,8,Emily,3,There was poor turf conditions during super bowl 2023 affecting both teams.,0,19,14,15,19734.7748125991,19109.0626767371,,,0.246684685157489,
739,5,1,5,340401450d1a,Categorize,Drug overdoses,one,2,2,3,4,4,4,3,5,5,2,Man,White/Caucasian/European,High School,27,,,,1678840489480,1678841074175,9.74491666666667,second,7,june,27,The field conditions at the super bowl was very underwhelming and added a lot of issues for both teams. ,0,11,11,12,4091.42094662731,2997.49948400413,,,0.0511427618328413,
740,5,1,5,340401450d1a,Categorize,Drug-use disorder,one,2,2,3,4,4,4,3,5,5,2,Man,White/Caucasian/European,High School,27,,,,1678840489480,1678841074175,9.74491666666667,second,7,june,27,The field conditions at the super bowl was very underwhelming and added a lot of issues for both teams. ,0,11,11,12,1.24590549197429,1.13221749226006,,,0.124590549197429,
741,5,2,5,340401450d1a,Categorize,Synthetic opioids,one,2,2,3,4,4,4,3,5,5,2,Man,White/Caucasian/European,High School,27,,,,1678840489480,1678841074175,9.74491666666667,second,7,june,27,The field conditions at the super bowl was very underwhelming and added a lot of issues for both teams. ,0,11,11,12,7616.35942161063,6234.73130193906,,,0.0952044927701329,
742,3,1,4,cd220138cc36,Control,Drug overdoses,one,2,3,4,4,3,4,4,3,4,4,Man,White/Caucasian/European,Doctorate,37,,,,1678840490526,1678840841075,5.84248333333333,secon,8,Emily,27,The turf conditions may have influenced the outcome of the Super Bowl,0,13,11,11,5329.77884333964,-4317.25799793602,,,0.0666222355417455,
743,3,4,4,cd220138cc36,Control,Drug-use disorder,one,2,3,4,4,3,4,4,3,4,4,Man,White/Caucasian/European,Doctorate,37,,,,1678840490526,1678840841075,5.84248333333333,secon,8,Emily,27,The turf conditions may have influenced the outcome of the Super Bowl,0,13,11,11,0.357989919771827,0.283920278637771,,,0.0357989919771827,
744,2,1,2,cd220138cc36,Control,Synthetic opioids,one,2,3,4,4,3,4,4,3,4,4,Man,White/Caucasian/European,Doctorate,37,,,,1678840490526,1678840841075,5.84248333333333,secon,8,Emily,27,The turf conditions may have influenced the outcome of the Super Bowl,0,13,11,11,7396.5725228519,1167.32594644506,,,0.0924571565356488,
745,3,3,4,53e9029af92a,Categorize,Drug overdoses,one,3,3,3,4,3,2,5,4,4,5,Man,White/Caucasian/European,Undergraduate,38,,,,1678840492027,1678841000280,8.47088333333333,2,8,Emily,0,The Superbowl field conditions were not good but the Eagles did not blame that on losing the game.,0,13,10,13,3873.44394938739,582.649636787268,,,0.0484180493673423,
746,3,3,4,53e9029af92a,Categorize,Drug-use disorder,one,3,3,3,4,3,2,5,4,4,5,Man,White/Caucasian/European,Undergraduate,38,,,,1678840492027,1678841000280,8.47088333333333,2,8,Emily,0,The Superbowl field conditions were not good but the Eagles did not blame that on losing the game.,0,13,10,13,0.420062962295715,0.383797729618163,,,0.0420062962295715,
747,4,5,5,53e9029af92a,Categorize,Synthetic opioids,one,3,3,3,4,3,2,5,4,4,5,Man,White/Caucasian/European,Undergraduate,38,,,,1678840492027,1678841000280,8.47088333333333,2,8,Emily,0,The Superbowl field conditions were not good but the Eagles did not blame that on losing the game.,0,13,10,13,5379.86879435948,1190.24135070406,,,0.0672483599294935,
748,4,2,3,7f57de900112,Categorize,Drug overdoses,one,3,2,3,4,4,4,3,4,4,3,Woman,White/Caucasian/European,Undergraduate,37,,,,1678840496166,1678841438278,15.7018666666667,second,8,Emily,27',The players in the Super Bowl 2023 were unhappy with the condition of the field they had to play on because they were slipping.,0,12,11,11,5274.77761953485,-624.533539731689,,,0.0659347202441857,
749,3,2,3,7f57de900112,Categorize,Drug-use disorder,one,3,2,3,4,4,4,3,4,4,3,Woman,White/Caucasian/European,Undergraduate,37,,,,1678840496166,1678841438278,15.7018666666667,second,8,Emily,27',The players in the Super Bowl 2023 were unhappy with the condition of the field they had to play on because they were slipping.,0,12,11,11,0.469101941941332,0.427625128998968,,,0.0469101941941332,
750,3,4,3,7f57de900112,Categorize,Synthetic opioids,one,3,2,3,4,4,4,3,4,4,3,Woman,White/Caucasian/European,Undergraduate,37,,,,1678840496166,1678841438278,15.7018666666667,second,8,Emily,27',The players in the Super Bowl 2023 were unhappy with the condition of the field they had to play on because they were slipping.,0,12,11,11,33875.4583968465,28724.1126500462,,,0.423443229960581,
751,3,3,2,2fce58adbcd4,Categorize,Drug overdoses,one,3,1,1,2,4,4,3,4,4,3,Man,White/Caucasian/European,Doctorate,40,,,,1678840508557,1678840948143,7.32643333333333,second,8,Emily,27,The field conditions for the Super Bowl were poor,0,7,11,11,15728.4011143542,-11257.6604747162,,,0.196605013929427,
752,2,2,2,2fce58adbcd4,Categorize,Drug-use disorder,one,3,1,1,2,4,4,3,4,4,3,Man,White/Caucasian/European,Doctorate,40,,,,1678840508557,1678840948143,7.32643333333333,second,8,Emily,27,The field conditions for the Super Bowl were poor,0,7,11,11,0.365847169258811,0.324522703818369,,,0.0365847169258811,
753,2,4,2,2fce58adbcd4,Categorize,Synthetic opioids,one,3,1,1,2,4,4,3,4,4,3,Man,White/Caucasian/European,Doctorate,40,,,,1678840508557,1678840948143,7.32643333333333,second,8,Emily,27,The field conditions for the Super Bowl were poor,0,7,11,11,12350.5120200228,8873.23545706371,,,0.154381400250285,
754,4,1,4,0dadb1a87252,Control,Drug overdoses,one,2,1,4,5,5,5,4,5,5,5,Man,White/Caucasian/European,Masters,28,,,,1678840509520,1678840945481,7.26601666666667,first,7 sheep,june,27,Bad turf in the superbowl admittedly was a factor for the eagles pass rush ,0,12,14,15,6787.57978580765,5274.84726522188,,,0.0848447473225956,
755,4,5,4,0dadb1a87252,Control,Drug-use disorder,one,2,1,4,5,5,5,4,5,5,5,Man,White/Caucasian/European,Masters,28,,,,1678840509520,1678840945481,7.26601666666667,first,7 sheep,june,27,Bad turf in the superbowl admittedly was a factor for the eagles pass rush ,0,12,14,15,3.24674423605875,2.93288183694531,,,0.324674423605875,
756,4,1,4,0dadb1a87252,Control,Synthetic opioids,one,2,1,4,5,5,5,4,5,5,5,Man,White/Caucasian/European,Masters,28,,,,1678840509520,1678840945481,7.26601666666667,first,7 sheep,june,27,Bad turf in the superbowl admittedly was a factor for the eagles pass rush ,0,12,14,15,31862.5844708168,28249.5050784857,,,0.39828230588521,
757,3,1,2,710b28324ce1,Draw,Drug overdoses,one,2,2,3,3,4,5,5,4,5,5,Man,White/Caucasian/European,Undergraduate,49,,,,1678840520033,1678841057310,8.95461666666667,2,8,Emily,0,The artificial turf affected the 2023 Superbowl.,0,10,14,14,5134.18912376566,-4165.03921568627,10456.7662766462,-2068.03199174406,0.0641773640470708,0.130709578458078
758,2,2,3,710b28324ce1,Draw,Drug-use disorder,one,2,2,3,3,4,5,5,4,5,5,Man,White/Caucasian/European,Undergraduate,49,,,,1678840520033,1678841057310,8.95461666666667,2,8,Emily,0,The artificial turf affected the 2023 Superbowl.,0,10,14,14,0.160594051421786,-0.0850812693498453,0.834277927401868,0.612545149638803,0.0160594051421786,0.0834277927401868
759,3,2,3,710b28324ce1,Draw,Synthetic opioids,one,2,2,3,3,4,5,5,4,5,5,Man,White/Caucasian/European,Undergraduate,49,,,,1678840520033,1678841057310,8.95461666666667,2,8,Emily,0,The artificial turf affected the 2023 Superbowl.,0,10,14,14,3078.27590027537,1566.44875346261,21151.3324820566,15114.0018467221,0.0384784487534421,0.264391656025708
760,4,2,2,da4393a1d3e2,Control,Drug overdoses,one,2,3,3,5,3,2,1,4,3,5,Woman,White/Caucasian/European,other,37,some college,,,1678840522891,1678841940034,23.61905,2nd,8,Emily,9,How each are saying that the conditions of the field are affecting the game.,0,13,6,12,10363.5603409445,9476.85964912281,,,0.129544504261806,
761,3,3,3,da4393a1d3e2,Control,Drug-use disorder,one,2,3,3,5,3,2,1,4,3,5,Woman,White/Caucasian/European,other,37,some college,,,1678840522891,1678841940034,23.61905,2nd,8,Emily,9,How each are saying that the conditions of the field are affecting the game.,0,13,6,12,3.32115577927347,2.88125,,,0.332115577927347,
762,3,3,3,da4393a1d3e2,Control,Synthetic opioids,one,2,3,3,5,3,2,1,4,3,5,Woman,White/Caucasian/European,other,37,some college,,,1678840522891,1678841940034,23.61905,2nd,8,Emily,9,How each are saying that the conditions of the field are affecting the game.,0,13,6,12,22188.079074166,18535.054478301,,,0.277350988427075,
763,4,2,5,37352178c865,Control,Drug overdoses,one,3,2,4,5,4,4,5,5,5,4,Man,White/Caucasian/European,Undergraduate,39,,,,1678840528089,1678841579623,17.5255666666667,second,8,Emily,3,The turf during the Superbowl was not good and it caused the game to be more difficult than it should be by players lipping and preventing sacks from occurring.,0,14,13,14,3716.58053920082,-967.498444327874,,,0.0464572567400103,
764,4,2,4,37352178c865,Control,Drug-use disorder,one,3,2,4,5,4,4,5,5,5,4,Man,White/Caucasian/European,Undergraduate,39,,,,1678840528089,1678841579623,17.5255666666667,second,8,Emily,3,The turf during the Superbowl was not good and it caused the game to be more difficult than it should be by players lipping and preventing sacks from occurring.,0,14,13,14,0.122722058790969,0.03046955624355,,,0.0122722058790969,
765,5,4,5,37352178c865,Control,Synthetic opioids,one,3,2,4,5,4,4,5,5,5,4,Man,White/Caucasian/European,Undergraduate,39,,,,1678840528089,1678841579623,17.5255666666667,second,8,Emily,3,The turf during the Superbowl was not good and it caused the game to be more difficult than it should be by players lipping and preventing sacks from occurring.,0,14,13,14,11861.619271054,8083.45468091745,,,0.148270240888175,
766,1,1,2,c06482eec767,Draw,Drug overdoses,one,2,1,2,2,3,5,4,4,5,1,Woman,White/Caucasian/European,Undergraduate,55,,,,1678840535462,1678841321215,13.0958833333333,first,8,Emily,27,There was dissatisfaction about the turf on the field for the Eagles Chiefs game.,0,7,12,10,5333.48220037988,4968.86177609408,15454.6545157674,-9567.0831438661,0.0666685275047485,0.193183181447092
767,1,2,1,c06482eec767,Draw,Drug-use disorder,one,2,1,2,2,3,5,4,4,5,1,Woman,White/Caucasian/European,Undergraduate,55,,,,1678840535462,1678841321215,13.0958833333333,first,8,Emily,27,There was dissatisfaction about the turf on the field for the Eagles Chiefs game.,0,7,12,10,0.47100996822286,0.439525283797729,2.91127610713125,1.8389061005615,0.047100996822286,0.291127610713125
768,1,1,1,c06482eec767,Draw,Synthetic opioids,one,2,1,2,2,3,5,4,4,5,1,Woman,White/Caucasian/European,Undergraduate,55,,,,1678840535462,1678841321215,13.0958833333333,first,8,Emily,27,There was dissatisfaction about the turf on the field for the Eagles Chiefs game.,0,7,12,10,15358.3559302263,12193.9531392021,11462.499743987,-2107.0630933316,0.191979449127829,0.143281246799837
769,3,1,4,6ddab6d13f12,Control,Drug overdoses,one,2,3,3,4,3,4,5,4,4,5,Woman,White/Caucasian/European,Masters,39,,,,1678840535757,1678841319496,13.0623166666667,second,8,Emily,0,"During the 2023 Super Bowl, the quality of the field was poor, causing some issues with how the Eagles played. ",0,12,12,13,5121.13286189531,4279.8782249742,,,0.0640141607736913,
770,2,3,3,6ddab6d13f12,Control,Drug-use disorder,one,2,3,3,4,3,4,5,4,4,5,Woman,White/Caucasian/European,Masters,39,,,,1678840535757,1678841319496,13.0623166666667,second,8,Emily,0,"During the 2023 Super Bowl, the quality of the field was poor, causing some issues with how the Eagles played. ",0,12,12,13,0.206885207260738,0.186219685242517,,,0.0206885207260738,
771,4,2,4,6ddab6d13f12,Control,Synthetic opioids,one,2,3,3,4,3,4,5,4,4,5,Woman,White/Caucasian/European,Masters,39,,,,1678840535757,1678841319496,13.0623166666667,second,8,Emily,0,"During the 2023 Super Bowl, the quality of the field was poor, causing some issues with how the Eagles played. ",0,12,12,13,8350.87156504365,3281.47645429363,,,0.104385894563046,
772,3,4,4,061c114dca51,Control,Drug overdoses,one,3,3,3,3,4,5,5,4,4,5,Man,White/Caucasian/European,Undergraduate,33,,,,1678840552339,1678840898705,5.77276666666667,first,8,emily,27,The field condition at the most recent super bowl was very poor,0,12,14,13,6560.82982589851,1852.24664602683,,,0.0820103728237314,
773,3,3,3,061c114dca51,Control,Drug-use disorder,one,3,3,3,3,4,5,5,4,4,5,Man,White/Caucasian/European,Undergraduate,33,,,,1678840552339,1678840898705,5.77276666666667,first,8,emily,27,The field condition at the most recent super bowl was very poor,0,12,14,13,0.708474181091007,0.52672858617131,,,0.0708474181091007,
774,3,4,3,061c114dca51,Control,Synthetic opioids,one,3,3,3,3,4,5,5,4,4,5,Man,White/Caucasian/European,Undergraduate,33,,,,1678840552339,1678840898705,5.77276666666667,first,8,emily,27,The field condition at the most recent super bowl was very poor,0,12,14,13,10219.5243232135,4133.62326869806,,,0.127744054040169,
775,3,2,4,ed235e81fbe2,Control,Drug overdoses,one,3,3,2,3,4,4,2,4,4,2,Man,"East Asian e.g. Chinese, Japanese, South-East Asian",Undergraduate,38,,,,1678840572643,1678841114084,9.02401666666667,first,8,Emily,27,The field impacted the Eagles ability to move efficiently.,0,11,10,10,5919.18229061236,1762.46336429309,,,0.0739897786326545,
776,2,3,3,ed235e81fbe2,Control,Drug-use disorder,one,3,3,2,3,4,4,2,4,4,2,Man,"East Asian e.g. Chinese, Japanese, South-East Asian",Undergraduate,38,,,,1678840572643,1678841114084,9.02401666666667,first,8,Emily,27,The field impacted the Eagles ability to move efficiently.,0,11,10,10,0.789799362076054,0.682688338493291,,,0.0789799362076054,
777,3,4,4,ed235e81fbe2,Control,Synthetic opioids,one,3,3,2,3,4,4,2,4,4,2,Man,"East Asian e.g. Chinese, Japanese, South-East Asian",Undergraduate,38,,,,1678840572643,1678841114084,9.02401666666667,first,8,Emily,27,The field impacted the Eagles ability to move efficiently.,0,11,10,10,14266.4696790449,10333.9926131117,,,0.178330870988062,
778,3,1,4,64cbf39a84e6,Draw,Drug overdoses,one,3,2,3,3,5,3,3,5,4,3,Man,White/Caucasian/European,High School,39,,,,1678840575112,1678840966118,6.51676666666667,second,8,Emily,0,The turf of Super Bowl 2023 affected both teams negatively. ,0,11,11,12,4749.71411624216,-1005.08049535604,3937.44811910428,1950.54385964911,0.0593714264530271,0.0492181014888035
